id	lon	lat	amenity	name	addr	brand	operator	phone	self_service	amenity
27220493	-1.0681579	52.6518624	fuel	Tesco Extra						
27237899	0.8707322	51.1580617	fuel			Independent	Sainsburys			
27237901	0.9137501	51.1374612	fuel	Tesco		Tesco				
27273341	-3.1696326	56.1974883	fuel	Shell		Shell	Shell	+44 1592 750151		
27312661	-2.2736626	53.4352175	fuel	Shell		Shell		+44 161 881 2155		
27339550	-1.3250460	51.9228735	fuel	Hopcrofts Holt Garage		Jet				
27394068	-0.6941582	52.9643299	fuel	Marston - MRH Retail Toll Bar		Jet	Malthurst Petroleum	+44 1400 259400		
27413769	-0.1167294	51.5616225	fuel	Esso		Esso				
27432000	0.5329762	52.3362896	fuel	BP		BP				
27452785	-1.8342985	51.6352134	fuel	Esso		Esso	Esso			
27475657	-1.3832418	53.9319417	fuel	Morrisons		Morrisons				
27480149	-2.7132718	52.9842824	fuel			Texaco	Texaco			
27485385	-1.7435254	53.9069691	fuel	Esso		Esso				
27508536	-0.7405708	50.9852150	fuel			Esso				
27511039	-1.1426616	51.8986080	fuel	Joblins - BP						
27780274	-1.6981242	53.9167495	fuel	Johnson Garage						
27794530	0.8722678	51.1427895	fuel			BP				
27800110	-2.6182562	51.8055308	fuel			Gulf				
28163785	-0.2367769	52.0174592	fuel	Stotfold Service Station - MFG Esso		Esso				
28179497	-1.4039541	50.9531451	fuel			Shell	Shell UK	+44 23 8076 6377		
28225522	-1.3445152	52.0640703	fuel	Texaco		Texaco				
28238566	-1.2783484	51.8092206	fuel	Sainsbury's		Sainsbury's	Sainsbury's	+44 1865 841211		
28291684	-2.1133071	53.3669225	fuel	Esso		Esso				
28344060	-1.3401339	52.0734148	fuel	Tesco		Tesco	Tesco plc			
28373272	-2.0197504	53.9609522	fuel	Barge Fuel Station						
28894304	-0.8001477	51.8153394	fuel	Tesco		Tesco				
28903983	-1.4808310	50.9934498	fuel	Romsey		BP				
28914897	-4.9789005	51.7980056	fuel	Tesco Filling Station		Tesco	Tesco			
29014019	-1.2102070	54.6878080	fuel	Asda		Asda	Asda Stores Ltd			
29019294	-3.2877434	55.9232575	fuel	BP		BP	BP			
29028004	1.3650728	51.3251525	fuel	Pegwell Bay Service Station		Jet				
29042347	0.2634619	52.3910171	fuel	Tesco PFS			Tesco	+44 800 505 555		
29058180	-1.2124892	53.4216263	fuel				Total			
29144372	-2.1689151	53.0381816	fuel	Sneyd Green Murco Service Station		Murco				
29161542	-0.9768552	52.2352806	fuel	Shell Kislingbury		Shell		+44 1604 831043		
29268009	-2.7500239	51.4192040	fuel	Backwell Motors			Horizon Fuels			
29276125	-0.4563082	51.7493815	fuel							
29276141	-0.4283528	51.7563614	fuel			Shell	Shell	+44 1442 216933		
29282347	-0.1705371	51.2348898	fuel	BP		BP	BP			
29341197	-0.1602310	51.8949057	fuel	Sainsburys						
29442564	-1.1541523	51.9036167	fuel	applegreen						
29512481	-0.3044842	51.4915445	fuel	Texaco						
29581285	-1.2657288	53.8826122	fuel			Esso	Esso			
29712341	-1.3493054	50.9796950	fuel	Esso			Esso			
29909682	-0.5414628	50.8427378	fuel	BP		BP	BP			
30000454	-0.7760365	51.2232790	fuel				Sainsburys			
30053873	-2.4568157	53.7513868	fuel	Tesco		Tesco				
30120444	-0.3074600	51.7631034	fuel	Sainsbury's		Sainsbury's				
30136488	-2.6398593	53.7021597	fuel	Shell		Shell		+44 1772 695870	yes	
30147805	-1.0596748	52.7050515	fuel	BP		BP				
30174251	-2.6939957	53.7004677	fuel	Morrisons		Morrisons			yes	
30203419	-1.0801358	50.7994946	fuel	Bridge Centre Service Station		Asda	Asda Stores Ltd			
30503501	0.7667834	51.2809148	fuel	Doddington Service Station						
30629911	-2.4652308	53.0980441	fuel	Esso		Esso	Esso			
30656816	-2.0244504	50.7154464		Flying Boat fuel depot						
30678085	-2.4427851	53.0570411	fuel							
30695575	-0.7042220	51.5241834	fuel	Texaco			Texaco			
30695576	-0.6913323	51.5226494	fuel	Shell		Shell	Shell	+44 1628 644000		
30730027	-0.3399001	50.8160269	fuel	BP		BP	BP			
30836310	-0.4698276	51.4924037	fuel	Shell West Drayton		Shell				
30838312	-1.0868273	51.2510038	fuel	BP			BP			
30841262	-1.1338859	52.6582796	fuel							
30892691	-0.8391278	50.7895475	fuel	Shell		Shell		+44 1243 512760		
30984431	-1.4832295	52.3911135	fuel	Asda		Asda	Asda Stores Ltd			
30989706	-2.5345681	51.4614321	fuel	WHITEWAY SSTN		Texaco				
31055538	-2.7824183	51.3396602	fuel	Budgens						
31176743	-2.8296889	51.3016302	fuel							
31176748	-2.8469800	51.2816585	fuel	BP Weare			BP			
31180637	-2.8020539	51.3752894	fuel	Halfway Garage		Murco				
31210271	-0.8063281	53.0810758	fuel	BP		BP	BP			
31220711	-3.0997113	58.4520356	fuel	Tesco		Tesco				
31233411	-0.2722028	52.0937446	fuel	Sainsbury's		Sainsbury's			yes	
31368741	-0.2269015	52.0239368	fuel	Stotfold Motor Centre			murco			
31451041	-1.3440256	53.5037626	fuel							
31516859	-4.5411730	50.8249106	fuel	Esso			Esso			
31518341	-3.2435779	55.9561439	fuel	Windmill Malthurst Service Station		Esso	Esso	+44 131 315 3919		
31568049	-3.2466479	51.5046643	fuel			Gulf				
32120883	-0.1702007	51.2159344	fuel			Shell		+44 1737 773247		
32462938	-0.1526305	51.2651003	fuel							
32519625	-1.8789566	52.4837419	fuel	Gulf		Gulf				
32520875	-0.1044516	52.2284749	fuel	Caxton Gibbet		Shell	Shell	+44 1954 715177		
32534250	-0.0679306	52.2199008	fuel			Morrisons				
32544819	-0.3465873	51.5351036	fuel	Shell		Shell	Shell	+44 20 8813 4190		
32546342	-0.3545485	51.5214705	fuel	BP		BP	BP			
33015419	-0.3847597	50.8090163	fuel	Esso		Esso	Esso	+44 1903 211394		
33066282	-3.0011902	53.4476124	fuel			Shell		+44 151 955 3700		
33101925	-0.0721479	51.5758833	fuel	Esso			Esso			
33114950	-2.2317687	53.4150620	fuel	Shell		Shell		+44 161 448 9557		
33129811	0.0854636	52.1429354	fuel	BP						
33131575	-3.2321660	55.9002100	fuel	Shell Dreghorn		Shell	Shell	+44 131 4411792; +44 131 4410000		
33174428	-2.8647013	53.3547902	fuel	BP						
33206602	-0.0365496	51.6084884	fuel	Pure Fuels					no	
33207763	-2.1871855	53.3998455	fuel	Morrisons		Morrisons	Morrisons			
33243671	-2.0185292	54.0699042	fuel	Texaco		Texaco				
33255939	-1.3778112	51.1810223	fuel	Esso		Esso	Esso	+44 1264 720577		
33258339	-1.5968691	51.2487743	fuel							
33389680	1.1493842	51.0870345	fuel			Shell		+44 1303 270576		
33401785	-2.8546180	53.3597890	fuel			Shell		+44 151 486 5821		
33425878	-1.5442725	51.2173916	fuel	Texaco Fuel						
33856193	-2.6748467	53.6925878	fuel	Tracy's Garage		Shell		+44 1772 452588		
33999301	-0.5101525	50.8178992	fuel							
34065544	-2.6859788	52.6635455	fuel	Essar		Essar	Essar Oil UK			
34679287	-1.4919253	50.9896206	fuel	BP		BP				
34687426	-1.8167350	51.0740320	fuel	Shell		Shell	Shell	+44 1722 434950		
34687429	-1.8191336	51.0748916	fuel							
34688652	-1.9041709	51.1944183	fuel							
34957290	0.0116491	52.0783320	fuel	Thames Petrol						
35362773	-1.0038006	50.9080602	fuel			Morrisons	Morrisons			
35362774	-1.0109498	50.8645205	fuel	Asda		Asda			yes	
35450094	-0.0886610	50.9922096	fuel	Shell		Shell	Shell	+44 1444 459879		
35497881	-0.4873421	50.9800865	fuel							
36168580	-3.8251239	54.9322469	fuel							
36317399	-3.6715793	50.5808314	fuel	Texaco		Texaco				
36417931	0.1753547	52.1041880	fuel	BP						
36506625	-0.3278464	51.4834539	fuel	Shell		Shell	Shell	+44 20 8568 6039		
36509121	-0.3344178	51.5092399	fuel	Shell		Shell	Shell	+44 20 8810 0010		
36711468	-2.5693525	51.4135531	fuel	Asda		Asda				
36932093	-0.2137116	51.4035300	fuel	Shell		Shell	Shell	+44 20 8544 9225		
38907836	-2.7572895	54.6634633	fuel	Morrisons		Morrisons				
38947230	-2.2305679	53.3256518	fuel	BP		BP				
38951588	-2.3236175	53.4177553	fuel	Asda		Asda	Asda Stores Ltd			
39600951	-0.1318601	51.3731572	fuel	BP & Costa Express		BP	BP	+44 20 8688 0767		
39672302	-0.1921611	51.4171051	fuel			Esso				
39692266	-1.0334310	51.4224594	fuel	BP			BP			
39793918	-0.4118667	54.2780234	fuel	Sainsbury's				+44 1723 500693		
40117512	-0.7976768	51.8198492	fuel	Kindell Motors Ltd.						
41020051	-3.8420007	51.2134160	fuel	Barbrook Service Station						
41093853	-0.6266721	51.3060807	fuel				Esso		yes	
41093926	-0.6410842	51.3379572	fuel				BP			
41100357	-1.9471146	53.4431595	fuel	Townhouse Service Station						
42220021	-0.3448619	51.5361621	fuel	BP		BP	BP			
42311307	-4.0159855	51.1953690	fuel	Combe Martin Services		BWOC	BWOC			
42423688	-1.6733576	53.8021737	fuel	Asda		Asda	Asda Stores Ltd			
43475747	-0.1977931	51.0848594	fuel	BP		BP	BP			
43669329	-3.4931345	50.9080099	fuel	Morrisons Fuel			Morrisions			
43716903	-3.4727548	50.9054402	fuel	Horsdon Garage		Murco				
43734669	-1.7151784	54.9659634	fuel	Shell		Shell		+44 191 499 1900		
44913459	-0.3598356	51.8197745	fuel	BP		BP				
45078196	0.0743937	51.7401989	fuel							
45087082	0.2201600	51.5923142	fuel							
46816178	-2.4612216	53.7496228	fuel			Shell		+44 1254 260581		
49293984	-1.1828082	50.8449929	fuel			Esso	Esso			
49341268	-1.1422633	50.8019756	fuel							
50049147	-4.2385855	52.9188282	fuel	Gulf		Gulf				
50078319	-1.6037838	53.8147639	fuel	Morrisons		Morrisons				
50943829	-2.3322948	53.3824327	fuel							
51661567	0.4407005	51.3112013	fuel	Tesco Extra Lunsford Park			Tesco			
52039399	-0.0909002	51.6065442	fuel	Asda		Asda	Asda Stores Ltd			
52734428	-2.0409578	53.1106267	fuel	Shell		Shell		+44 1538 384250		
52761656	0.9019574	51.3063205	fuel			Shell		+44 1795 590676		
53921578	0.3817367	52.7429313	fuel	Shell		Shell		+44 1553 776135		
54500456	0.3374241	51.4764329	fuel							
55020950	0.2975059	51.5245213	fuel	Esso, South Ockendon			Esso			
55394426	-0.6749173	51.4323982	fuel			Murco				
55424645	-1.3796149	50.9373377	fuel			Shell	Shell	+44 23 8055 2612		
57210838	-3.9035668	51.6577974	fuel	Tesco		Tesco				
57215758	-0.0563209	51.5390062	fuel	Texaco		Texaco				
57358620	1.0584643	52.0034385	fuel			BP				
57563603	-1.8837174	52.5494764	fuel	Kingstanding Service Station						
57616190	-0.0589562	51.3763351	fuel	BP Connect		BP				
57730440	-0.3398703	51.4587354	fuel							
59324828	0.2193446	51.5677392	fuel			Texaco	Texaco			
59969421	-4.3237627	55.8924152	fuel				Morrisons			
59970514	-0.9443871	50.8533557	fuel	Shell		Shell	Shell	+44 1243 379256		
59971379	-0.9410023	50.8478392	fuel	Jet		JET				
59977352	-2.1304378	52.8762449	fuel	Aston Garage						
60027447	-1.1882219	52.9063628	fuel	ESSO Service Station			Esso			
60029772	-1.1320310	52.9447301	fuel	Texaco		Texaco	Conoco			
60093169	0.1868790	51.5820217	fuel	Esso		Esso	Esso			
60158980	-0.2712854	51.6572611	fuel			Tesco Extra	Tesco			
60471755	-0.0458486	51.7824465	fuel							
60491975	-2.6556496	56.8099458	fuel	Hamish A MacKay			Gleaner			
60646196	-2.5042601	51.5280682	fuel			Esso	Tesco			
60689779	-4.2732587	55.8689457	fuel	Sainsbury						
60705133	-2.4908207	51.5044583	fuel			Shell		+44 117 910 4903		
60735366	-4.8240487	56.0691595	fuel	Faslane Fuel Depot						
60756769	0.4620618	51.5247699	fuel	Esso		Esso				
60965760	-0.2022948	51.2501104	fuel	Reigate Manor Service Station		Esso				
61088390	-4.7223719	50.4724837	fuel			Texaco				
61088421	-4.7088218	50.4684487	fuel	Morrisons		Morrisons	Morrisons			
61093490	-0.0564475	51.4278896	fuel							
61103033	-2.4863748	53.7235349	fuel							
61156026	-0.7900701	52.4146773	fuel	Rothwell Service Station		Esso	Esso			
61984596	-0.3376147	51.5996498	fuel	Esso		Esso				
62056030	-0.3713631	51.4883407	fuel			Shell		+44 20 8570 0928		
62350737	-0.9396067	52.1046455	fuel	Paulerspury Service Station		BP				
63683542	-2.5582354	53.2752597	fuel							
65173792	-2.9809374	53.3901723	fuel	Esso		Esso	Esso			
65413920	-1.1464833	50.7150170	fuel	Westridge Garage						
65418733	-1.2908661	50.6974177	fuel			Morrisons	Morrisons			
66883462	-0.0302833	52.0605116	fuel	Tesco						
68589898	0.2516481	52.0187959	fuel	Gulf		Gulf				
68749151	-3.0287442	53.8063357	fuel	Tesco Express			Tesco Express			
71753804	-1.3528677	51.0513121	fuel	Pittvale Service Station			Murco			
75972310	-1.3335795	51.0828639	fuel	Harestock Garage		Esso	Esso			
76757146	-1.7046135	52.6280343	fuel	Sainsbury's		Sainsbury's			yes	
78457235	-1.9578045	53.4386061	fuel							
78856837	-0.2095318	54.0833561	fuel	Morrison						
78856843	-0.1973388	54.0836357	fuel	Tesco						
81296745	-0.6644663	54.0203096	fuel	Fridaythorpe Filling Station		JB Fuels				
81447466	0.0383712	52.0294969	fuel	Pace						
82538438	-0.1773291	51.3752431	fuel	Shell		Shell	Shell	+44 20 8644 6894		
82873961	-1.2772391	52.0786702	fuel	3B's Service Station						
83580104	1.5297234	52.7656906	fuel				Gulf			
86056768	-1.0595904	53.9540448	fuel	Shell		Shell		+44 1904 870982		
86057011	-1.0293353	53.9538839	fuel	Hull Road Service Station		BP				
86870849	-1.0728388	53.7881383	fuel	Millgate Service Station		BP				
86917473	-4.0150283	51.5748874	fuel	Newton Garage	26 Southward Lane	Team Spirit				
87357537	-1.0647788	53.7741100	fuel	Abbeyside Filling Station		Jet	Jet			
88036783	-3.6273667	57.6076595	fuel				Esso			
88898902	-0.2587182	51.5545025	fuel	Tesco			Tesco			
89066743	-0.0377236	51.3534390	fuel							
90712425	-4.0427177	51.5856065	fuel							
91056940	-2.1556739	51.5112784	fuel	Esso Leigh Delamere (east)			Esso			
92560269	-0.4063122	51.4978373	fuel							
93783886	-2.9789439	51.2183550	fuel							
93796602	-3.9369330	51.6201366	fuel	Sainsbury's		Sainsbury's				
93862838	-3.9111371	55.7537970	fuel							
94946546	-1.0002228	50.8640302	fuel	BP						
94948050	-1.0421678	50.8364593	fuel	Shell Farlington		Shell		+44 23 9237 2014		
96025765	-2.1490740	51.8421370	fuel	Brockworth Garage		Shell	Shell	+44 1452 862283		
96069223	-1.3992113	51.8249553	fuel	Witney Road Garage		Gulf				
96616930	-0.0546342	51.3092908	fuel	Warlingham Service Station						
99377481	-0.3739347	53.7273853	fuel			Esso				
103222037	-0.2883313	53.8616233	fuel			Gulf	Oasis Services			
107165250	-0.7011663	53.8742280	fuel	BP		BP	BP			
107768949	-3.0228220	53.4754490	fuel	Shell		Shell		+44 151 949 1997		
108008582	-0.8379767	52.2897909	fuel	Shell		Shell		+44 1604 494237		
111899526	-4.1486327	53.2103989	fuel	Texaco		Texaco				
112729396	-0.8539399	53.7484315	fuel	Long's Corner		BP	BP			
114274252	-0.9012795	53.8191983	fuel	HIghfield Garage						
114504649	-4.1487091	52.3028837	fuel			Texaco				
119710963	-0.1870475	51.9063588	fuel			Shell	Shell	+44 1483 745486		
119710980	-0.2189389	51.9250311	fuel	Sainsburys Corey's Mill PFS			Sainsburys			
119774093	-2.9504575	53.3851906	fuel	Victoria Service Station			Esso	+44 151 727 6892		
120171597	-2.8604908	52.7133175	fuel	BP		Shell		+44 1743 850830		
126198400	-2.5549928	51.6151287	fuel	Garrett's Garage						
129742559	-2.3364777	51.7587860	fuel	Texaco Petrol & store		Texaco	Texaco			
129742575	-2.3135878	51.7550101	fuel			Shell	Shell	+44 1453 827309		
129942726	-0.1617638	51.1247861	fuel	Tesco		Tesco				
130178115	-0.1948598	51.1227774	fuel	Sainsbury's		Sainsbury's				
130221150	-1.9607276	53.4439328	fuel			Tesco			yes	
132350517	-0.0730581	52.2536626	fuel	Phoenix (Empson Motors)						
134224560	-0.1567861	50.8678005	fuel	BP		BP				
135586264	-1.9956449	52.4988572	fuel	John Edwards Auto Repair Centre						
140002853	-1.9679440	52.4762845	fuel							
140280263	-0.3336052	51.0610393	fuel	Sainsbury's		Sainsbury's				
146608890	-1.7739943	52.4144849	fuel							
147015478	-0.4364718	51.5879680	fuel							
150569983	-0.0803451	51.6640376	fuel	Esso		Esso			yes	
151205024	-3.1372581	55.9470570	fuel	Esso		Esso				
153322903	-1.8698078	52.4130489	fuel	Shell		Shell		+44 121 430 2367		
153401185	-2.1523674	51.5373430	fuel							
157454246	-0.6460370	51.5997905	fuel							
158758618	-3.2374666	54.1211603	fuel	Asda		Asda	Asda Stores Ltd			
159024748	-3.8219499	51.6625845	fuel	Tesco Fuel, Neath Abbey			Tesco			
162758320	-1.5058800	52.2179989	fuel				BP			
163995625	-1.8431213	52.4645931	fuel	Asda		Asda	Asda Stores Ltd			
166612954	-0.4712945	51.4578752	fuel							
169475624	-0.9524675	53.9870081	fuel	BATA		BATA Ltd				
170652930	0.0422342	51.2733850	fuel							
171289645	0.0570833	51.5242141	fuel	East Ham Service Station			Texaco	+44 20 8472 2223		
173511835	-2.6262563	53.5493554	fuel	Tesco		Tesco				
173985851	-1.3172247	54.5189865	fuel	Tesco			Greenergy			
178251227	-1.3998957	50.8752771	fuel							
178887041	-0.3659955	51.2775651	fuel	Esso			Esso			
178898173	-0.3268398	51.2826252	fuel	Texaco						
179947056	-1.0690337	50.7946358	fuel	Shell		Shell		+44 23 9285 5000		
179977004	-1.0872731	50.8049057	fuel	BP		BP		+442392823476		
181307965	-0.9060246	52.6436767	fuel	Tilton Garage						
183352994	0.5251470	51.3892010	fuel	Shell Medway		Shell	Shell	+44 1634 880939		
183928991	-0.1614699	51.4371740	fuel	BP			BP			
185426390	-1.0958335	52.6524151	fuel							
185430662	-1.1092989	52.6554574	fuel							
186080987	-0.2106757	54.0957704	fuel	Eurogarages Bridlington			Esso			
186956796	0.6147073	51.3752370	fuel	Berengrave Service Station			Murco			
187218091	0.5902489	51.3521119	fuel	Shell Lonsdale		Shell	Shell	+44 1634 376201		
187218258	0.5065835	51.3195727	fuel	Shell		Shell				
187218261	0.5117321	51.3146177	fuel	Shell Cossington		Shell		+44 1634 661000		
187753747	-2.2661694	52.3844403	fuel				Esso			
188721536	-0.7757806	54.2424853	fuel	Vale Motors			BP			
189126627	0.3432712	50.8225508	fuel	BP		BP				
190509328	0.0513577	50.9820599	fuel	Piltdown Service Station			Texaco			
190910142	-0.2903164	54.2112809	fuel	Gulf Filey Service Station		Gulf	Neil Dutt			
190972054	-2.8768236	52.3602581	fuel	Griffiths			Griffiths			
191842432	-0.2120704	51.2703409	fuel	BP			BP			
192130590	-1.1524278	52.6250819	fuel							
192359171	-0.7100707	52.0819042	fuel	Chicheley Park Service Station		BP				
193878663	0.6157704	51.2656657	fuel	Esso		Esso	Esso			
194316197	-1.8560269	52.4734893	fuel							
195794945	-3.3646677	50.7070548	fuel	Esso			Esso			
197680825	-0.7770145	50.8263612	fuel	Esso		Esso		+441243784527		
197707343	-1.1037579	52.6345386	fuel							
197739188	-1.1505549	52.6057124	fuel	BP		BP				
198856698	0.5605726	51.3718537	fuel	Darland Service Station			Esso			
198932199	0.2451541	51.7130043	fuel	BP			Nationwide			
199550484	-1.5160405	50.6816977	fuel	Freshwater Garage						
199756300	-4.2048483	55.7643374	fuel				BP			
200875037	-0.1760556	51.1681113	fuel			Texaco				
203226928	-1.4736447	53.5600728	fuel	Asda		Asda	Asda Stores Ltd			
204900107	-2.7100664	53.7772820	fuel			Shell	Shell	+44 1772 712405		
205283676	-0.2211178	50.8387290	fuel	Texaco						
205283677	-0.1756202	50.8387390	fuel	Shell		Shell		+44 1273 744990		
205496468	-1.1059026	51.2638242	fuel	Morrisons		Morrisons				
206177866	-0.2537207	51.6432083	fuel	Shell Stirling Corner		Shell	Shell	+44 20 8364 9497		
206195475	-1.4995740	53.4036831	fuel	Jet		JET				
206195995	-1.9009577	50.7590153	fuel			Esso				
206298391	-1.2169661	52.9385659	fuel	Priory Service Station		Shell	Shell	+44 115 922 3830		
207711413	-1.1488169	51.3604332	fuel	Shell		Shell	Shell	+44 118 981 4632		
